"學年度","學制","行政區","學校名稱","學區類型","村里","鄰里備註","資料來源"
"115","國中","永和區","永和國中福和國中","基本學區","永貞里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","福和里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","河濱里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","秀和里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","秀朗里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","秀成里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","秀林里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","秀得里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民本里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民樂里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民族里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民權里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民生里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民治里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","智光里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","潭墘里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","潭安里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","永安里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","得和里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","永元里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","河堤里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","頂溪里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","上溪里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","後溪里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","秀元里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","永樂里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","基本學區","民富里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","安和里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","雙和里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","保平里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","水源里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","協和里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","和平里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永和國中福和國中","自由學區","前溪里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","新廍里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","下溪里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","仁愛里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","文化里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","信義里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","永成里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","忠義里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","大同里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","新生里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","保安里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","中溪里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","基本學區","保順里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","自由學區","保平里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","自由學區","水源里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","自由學區","協和里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","自由學區","和平里","","school/115_junior_high_zones.pdf"
"115","國中","永和區","永平高中國中部","自由學區","前溪里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","北峰里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","金龍里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","湖光里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","湖興里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","樟樹里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","忠孝里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","厚德里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","山光里","含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","環河里","含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","北山里","(除1-13鄰)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","中興里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","康福里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","福德里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","基本學區","興福里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","自由學區","忠山里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","自由學區","湖蓮里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","自由學區","北山里","(1-13鄰)；自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","樟樹實中國中部","自由學區","長青里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","仁德里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","義民里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","禮門里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","智慧里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","大同里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","信望里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","江北里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","八連里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","拱北里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","鄉長里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","烘內里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","長安里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","保長里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","保新里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","基本學區","保安里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","自由學區","城中里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","汐止國中","自由學區","建成里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","秀峰里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","秀山里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","新昌里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","福安里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","茄苳里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","崇德里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","東山里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","基本學區","橋東里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","自由學區","城中里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","秀峰高中國中部","自由學區","建成里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","復興里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","自強里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","文化里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","橫科里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","宜興里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","東勢里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","福山里","","school/115_junior_high_zones.pdf"
"115","國中","汐止區","青山國中小國中部","基本學區","白雲里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","太平里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","張南里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","廣明里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","新店里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","文中里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","國校里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","青潭里","含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","美城里","含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","美潭里","(除16-20鄰)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","員潭里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","雙坑里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","粗坑里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","屈尺里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","龜山里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","廣興里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","塗潭里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","直潭里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","文明里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","新生里","(1-8鄰)","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","頂城里","(1-10鄰)","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","基本學區","華城里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","中華里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","百福里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","福民里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","中央里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","美潭里","(16-20鄰)；自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","福德里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","中興里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","百忍里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","下城里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","文山國中","自由學區","頂城里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","大豐里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","大同里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","大鵬里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","忠孝里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","信義里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","寶安里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","明德里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","建國里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","國豐里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","新安里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","百和里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","仁愛里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","中正里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","復興里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","新德里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","寶興里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","張北里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","長春里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","忠誠里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","寶福里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","江陵里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","中山里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","和平里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","基本學區","新生里","(9-26鄰)","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","中華里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","百福里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","福民里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","中央里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","美潭里","(16-20鄰)","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","福德里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","中興里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","五峰國中","自由學區","百忍里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","基本學區","柴埕里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","基本學區","公崙里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","基本學區","安和里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","基本學區","安昌里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","基本學區","德安里","(1-17鄰，車子路以南除外)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","自由學區","新和里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","自由學區","永平里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","自由學區","永安里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","自由學區","下城里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","安康高中國中部","自由學區","頂城里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","德安里","(18-28鄰，車子路以南)","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","小城里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","吉祥里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","玫瑰里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","明城里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","達觀里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","雙城里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","日興里","","school/115_junior_high_zones.pdf"
"115","國中","新店區","達觀國中小國中部","基本學區","香坡里","","school/115_junior_high_zones.pdf"
"115","國中","石碇區","石碇高中國中部","自由學區","格頭里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","崁頂里","(除5、18-19鄰)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","埤島里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","忠寮里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","北投里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","水源里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","水碓里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","正德里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","北新里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","忠山里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","中和里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","義山里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","蕃薯里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","賢孝里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","屯山里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","興仁里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","新義里","(9-14鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","新興里","(1-3鄰、5鄰新興街84-90號15樓雙號除外、8鄰)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","新春里","(6-10、14-15鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","學府里","(16-18鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中","基本學區","中興里","(6-7鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","崁頂里","(除5、18-19鄰)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","埤島里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","忠寮里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","北投里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","水源里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","水碓里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","正德里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","北新里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","忠山里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","中和里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","義山里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","蕃薯里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","賢孝里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","屯山里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","興仁里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","新義里","(9-14鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","新興里","(1-3鄰、5鄰新興街84-90號15樓雙號除外、8鄰)；含除外條件，依原文整里估算","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","新春里","(6-10、14-15鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","學府里","(16-18鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","正德國中(賢孝校區)","基本學區","中興里","(6-7鄰)","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","樹興里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","油車里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","沙崙里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","大庄里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","永吉里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","協元里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","新生里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","民安里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","基本學區","文化里","","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","自由學區","竿蓁里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","自由學區","鄧公里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","自由學區","幸福里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","淡水區","淡水國中","自由學區","坪頂里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","福祉里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","福德里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","福民里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","成功里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","光正里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","光明里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","同安里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","同慶里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","清和里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","福星里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","福利里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","光榮里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","光輝里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","仁德里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","忠孝里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","仁義里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","大同里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","中民里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","平和里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","大安里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","中正里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","吉利里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","菜寮里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","基本學區","永春里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","自由學區","谷王里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","三重高中國中部","自由學區","永興里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","博愛里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","二重里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","福田里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","大有里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","永發里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","培德里","(12-24鄰)","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","永煇里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","田心里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","五谷里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","谷王里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","基本學區","德厚里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","谷王里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","田中里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","光田里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","田安里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","六福里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","立德里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","重明里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","光陽里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","頂崁里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","二重國中","自由學區","中興里","自由學區","school/115_junior_high_zones.pdf"
"115","國中","三重區","三和國中","基本學區","永清里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三和國中","基本學區","永順里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三和國中","基本學區","永福里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三和國中","基本學區","永盛里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三和國中","基本學區","永吉里","","school/115_junior_high_zones.pdf"
"115","國中","三重區","三和國中","基本學區","永安里","","school/115_junior_high_zones.pdf"
